Unnamed: 0,Order_Date,Season,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Days,Payment_Method,Month,Year,revenue_per_unit,profit_per_unit,scost_per_revenue,net_revenue
9474,2023-07-21,Summer,France,Books & Media,Software,Photo Editing Suite,222.65,2,0.05,423.03,306.29,116.74,27.6,9.78,5,Debit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,211.515,58.37,0.023118927735621585,43.25460122699386
9475,2024-08-16,Summer,Kuwait,Home & Kitchen,Furniture,Bedside Table,482.55,1,0.05,458.42,260.46,197.96,43.18,6.97,11,Cash on Delivery,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,458.42,197.96,0.015204397713886828,65.77044476327117
9476,2024-04-17,Spring,Germany,Clothing,Men's Wear,Chino Pants,28.31,3,0.25,63.7,49.5,14.2,22.29,8.25,7,Apple Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,21.233333333333334,4.733333333333333,0.12951334379905807,7.721212121212122
9477,2022-09-14,Fall,South Korea,Home & Kitchen,Appliances,Coffee Maker,291.95,6,0.0,1751.7,1210.9,540.8,30.87,5.11,17,Apple Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002022,291.95,90.13333333333333,0.00291716618142376,342.79843444227004
9478,2023-03-12,Spring,China,Clothing,Women's Wear,Maxi Skirt,103.58,4,0.0,414.32,223.28,191.04,46.11,53.63,23,PayPal,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,103.58,47.76,0.12944101177833559,7.725526757411896
9479,2023-02-01,Winter,UK,Books & Media,Software,Adobe Creative Cloud,200.93,5,0.3,703.25,678.94,24.31,3.46,12.53,13,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,140.65,4.862,0.017817276928546035,56.12529928172386
9480,2023-09-02,Fall,South Korea,Clothing,Footwear,Vans Old Skool,141.73,1,0.3,99.21,91.45,7.76,7.82,42.17,22,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,99.21,7.76,0.42505795786715056,2.35262034621769
9481,2023-09-12,Fall,Mexico,Home & Kitchen,Kitchen Tools,Cutting Board Set,39.98,1,0.5,19.99,18.42,1.57,7.85,5.74,5,PayPal,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,19.99,1.57,0.287143571785893,3.482578397212543
9482,2023-02-23,Winter,Spain,Beauty & Health,Skincare,Retinol Night Cream,82.76,1,0.1,74.48,41.7,32.78,44.01,8.96,12,Apple Pay,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,74.48,32.78,0.12030075187969926,8.3125
9483,2021-07-01,Summer,Mexico,Home & Kitchen,Appliances,Coffee Maker,281.16,1,0.25,210.87,137.92,72.95,34.59,52.81,4,Cash on Delivery,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002021,210.87,72.95,0.2504386588893631,3.992993751183488
9484,2023-06-14,Summer,Egypt,Clothing,Men's Wear,Formal Shirt,91.21,2,0.05,173.3,121.33,51.97,29.99,93.38,11,Apple Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,86.65,25.985,0.5388343912290825,1.855857785393018
9485,2023-05-16,Spring,Canada,Home & Kitchen,Furniture,TV Stand,105.26,1,0.5,52.63,77.14,-24.51,-46.57,21.16,10,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,52.63,-24.51,0.40205206156184686,2.4872400756143667
9486,2023-10-09,Fall,Spain,Beauty & Health,Supplements,Vitamin D3,61.95,3,0.5,92.93,108.35,-15.42,-16.59,51.95,5,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,30.97666666666667,-5.14,0.559022920477779,1.7888354186717998
9487,2023-01-01,Winter,China,Electronics,Smartphones,Samsung Galaxy S23,1161.9,5,0.15,4938.07,3894.38,1043.69,21.14,15.96,21,Google Pay,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,987.6139999999999,208.738,0.0032320319477042656,309.4028822055138
9488,2023-09-08,Fall,Saudi Arabia,Clothing,Women's Wear,Summer Dress,86.37,3,0.05,246.15,161.84,84.31,34.25,2.33,7,Debit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,82.05,28.103333333333335,0.009465772902701605,105.64377682403433
9489,2022-10-06,Fall,Spain,Electronics,Headphones,JBL Tune 760NC,240.75,1,0.4,144.45,171.09,-26.64,-18.44,54.33,11,Debit Card,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,144.45,-26.64,0.376116303219107,2.6587520706791827
9490,2024-03-12,Spring,UK,Electronics,Smartphones,Samsung Galaxy S23,654.0,4,0.5,1308.0,1583.45,-275.45,-21.06,88.29,10,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,327.0,-68.8625,0.0675,14.814814814814813
9491,2022-03-05,Spring,UAE,Clothing,Women's Wear,Yoga Pants,119.9,2,0.4,143.88,113.69,30.19,20.98,5.08,17,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,71.94,15.095,0.035307200444815126,28.32283464566929
9492,2023-09-21,Fall,Spain,Clothing,Men's Wear,Slim Fit Jeans,46.86,3,0.15,119.49,87.83,31.66,26.5,71.92,7,Debit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,39.83,10.553333333333333,0.6018913716629007,1.6614293659621802
9493,2024-03-07,Spring,Germany,Home & Kitchen,Kitchen Tools,Storage Container Set,94.52,1,0.2,75.62,54.27,21.35,28.23,32.8,13,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002024,75.62,21.35,0.433747685797408,2.305487804878049
9494,2023-03-12,Spring,Italy,Home & Kitchen,Appliances,Rice Cooker,241.65,1,0.4,144.99,125.58,19.41,13.39,84.67,10,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,144.99,19.41,0.5839713083660942,1.7124128971300343
9495,2023-02-02,Winter,UAE,Home & Kitchen,Kitchen Tools,Cutting Board Set,90.0,1,0.05,85.5,47.31,38.19,44.67,71.94,18,Credit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,85.5,38.19,0.8414035087719298,1.188490408673895
9496,2024-04-19,Spring,Germany,Beauty & Health,Supplements,Whey Protein 2kg,57.36,2,0.5,57.36,76.82,-19.46,-33.93,90.7,9,Credit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,28.68,-9.73,1.5812412831241285,0.6324145534729878
9497,2024-02-25,Winter,Canada,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,140.62,1,0.0,140.62,69.22,71.4,50.78,34.77,4,PayPal,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,140.62,71.4,0.24726212487555113,4.044291055507621
9498,2022-08-06,Summer,Spain,Beauty & Health,Skincare,Vitamin C Serum,87.48,1,0.5,43.74,44.87,-1.13,-2.58,3.12,11,Debit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,43.74,-1.13,0.07133058984910837,14.01923076923077
9499,2023-01-30,Winter,South Korea,Books & Media,Books,Atomic Habits,26.2,4,0.1,94.32,78.41,15.91,16.87,5.53,11,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,23.58,3.9775,0.058630195080576764,17.056057866184446
9500,2023-01-30,Winter,Germany,Electronics,Smartphones,OnePlus 11,1198.7,1,0.2,958.96,879.43,79.53,8.29,62.85,14,PayPal,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,958.96,79.53,0.06553975139734712,15.257915672235482
9501,2021-11-08,Fall,France,Clothing,Footwear,Adidas Ultraboost,171.73,1,0.15,145.97,103.55,42.42,29.06,20.97,14,Cash on Delivery,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,145.97,42.42,0.1436596560937179,6.960896518836433
9502,2023-12-05,Winter,UK,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,140.41,2,0.3,196.57,154.6,41.97,21.35,73.34,11,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,98.285,20.985,0.373098641705245,2.6802563403326967
9503,2023-11-08,Fall,China,Electronics,Tablets,Huawei MatePad 11,299.3,3,0.25,673.43,576.24,97.19,14.43,4.32,17,Apple Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002023,224.47666666666666,32.39666666666667,0.0064149206302065555,155.88657407407405
9504,2022-03-26,Spring,South Korea,Electronics,Tablets,Amazon Fire HD 10,271.54,1,0.0,271.54,171.85,99.69,36.71,90.94,18,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,271.54,99.69,0.3349046181041467,2.9859247855729056
9505,2023-12-01,Winter,UAE,Books & Media,Software,Antivirus Pro,34.49,3,0.25,77.6,67.8,9.8,12.63,39.51,12,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002023,25.866666666666664,3.266666666666667,0.5091494845360824,1.9640597317134902
9506,2023-01-22,Winter,Italy,Electronics,Tablets,Samsung Galaxy Tab S9,960.38,1,0.0,960.38,617.69,342.69,35.68,41.85,12,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,960.38,342.69,0.04357650096836669,22.948148148148146
9507,2021-05-15,Spring,Germany,Clothing,Footwear,Converse Chuck Taylor,130.36,1,0.0,130.36,72.86,57.5,44.11,36.4,13,PayPal,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002021,130.36,57.5,0.2792267566738263,3.581318681318682
9508,2021-04-28,Spring,Italy,Home & Kitchen,Appliances,Blender Pro,100.38,1,0.1,90.34,45.74,44.6,49.37,3.17,11,Debit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002021,90.34,44.6,0.03508966127961036,28.498422712933756
9509,2023-03-03,Spring,Egypt,Electronics,Headphones,Sony WH-1000XM5,78.25,1,0.15,66.51,57.59,8.92,13.41,30.54,14,Bank Transfer,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,66.51,8.92,0.4591790708164185,2.177799607072692
9510,2022-01-30,Winter,Saudi Arabia,Books & Media,Software,Antivirus Pro,169.42,6,0.25,762.39,513.21,249.18,32.68,15.75,17,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,127.065,41.53,0.020658717978987134,48.40571428571428
9511,2023-07-24,Summer,India,Clothing,Men's Wear,Chino Pants,49.8,7,0.2,278.88,235.02,43.86,15.73,13.98,22,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,39.839999999999996,6.265714285714286,0.05012908777969019,19.948497854077253
9512,2022-12-20,Winter,Jordan,Clothing,Women's Wear,Blouse Top,117.98,3,0.5,176.97,222.02,-45.05,-25.46,36.23,8,PayPal,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,58.99,-15.016666666666666,0.20472396451375938,4.8846260005520294
9513,2022-07-07,Summer,UK,Electronics,Tablets,Amazon Fire HD 10,271.2,3,0.1,732.24,579.09,153.15,20.92,89.64,10,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,244.08,51.050000000000004,0.1224188790560472,8.168674698795181
9514,2022-03-16,Spring,South Korea,Electronics,Smartphones,iPhone 14,762.75,1,0.0,762.75,478.66,284.09,37.25,33.58,17,Cash on Delivery,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,762.75,284.09,0.04402490986561783,22.714413341274568
9515,2024-06-04,Summer,France,Electronics,Smartphones,Samsung Galaxy S23,1170.34,2,0.5,1170.34,1338.56,-168.22,-14.37,14.95,13,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,585.17,-84.11,0.012774065656134115,78.28361204013378
9516,2024-05-28,Spring,USA,Beauty & Health,Supplements,Omega-3 Fish Oil,29.49,1,0.0,29.49,20.09,9.4,31.88,32.56,4,Bank Transfer,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,29.49,9.4,1.104103085791794,0.9057125307125306
9517,2022-12-01,Winter,Spain,Beauty & Health,Skincare,Vitamin C Serum,27.89,2,0.15,47.41,36.84,10.57,22.29,4.13,12,Credit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,23.705,5.285,0.0871124235393377,11.479418886198546
9518,2023-10-24,Fall,Saudi Arabia,Beauty & Health,Skincare,Hyaluronic Acid,25.46,2,0.0,50.92,37.93,12.99,25.51,19.58,10,PayPal,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,25.46,6.495,0.38452474469756476,2.600612870275792
9519,2024-05-26,Spring,UAE,Clothing,Men's Wear,Formal Shirt,116.54,1,0.0,116.54,82.67,33.87,29.06,15.3,17,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,116.54,33.87,0.13128539557233568,7.616993464052288
9520,2023-10-26,Fall,Canada,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,43.76,1,0.0,43.76,21.25,22.51,51.44,13.19,5,PayPal,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,43.76,22.51,0.3014168190127971,3.3176648976497347
9521,2022-06-03,Summer,Mexico,Clothing,Women's Wear,Yoga Pants,52.61,2,0.0,105.22,69.1,36.12,34.33,29.88,6,Bank Transfer,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002022,52.61,18.06,0.28397643033643793,3.521419009370817
9522,2023-05-19,Spring,Japan,Electronics,Smartphones,Samsung Galaxy S23,804.81,1,0.0,804.81,473.59,331.22,41.16,32.88,11,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,804.81,331.22,0.04085436314161107,24.477189781021895
9523,2022-07-03,Summer,Egypt,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,133.66,2,0.3,187.12,199.95,-12.83,-6.86,45.38,15,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,93.56,-6.415,0.24251817015818727,4.123402379903041
9524,2023-02-21,Winter,Germany,Books & Media,Books,Atomic Habits,25.39,1,0.5,12.7,16.98,-4.28,-33.7,3.89,14,PayPal,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,12.7,-4.28,0.30629921259842524,3.2647814910025703
9525,2022-04-16,Spring,UAE,Clothing,Footwear,Converse Chuck Taylor,135.56,1,0.0,135.56,91.31,44.25,32.64,2.5,18,PayPal,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,135.56,44.25,0.018442018294482148,54.224000000000004
9526,2024-08-15,Summer,Germany,Clothing,Footwear,Converse Chuck Taylor,103.59,7,0.3,507.59,542.83,-35.24,-6.94,8.25,9,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,72.51285714285714,-5.034285714285715,0.016253275281230915,61.526060606060604
9527,2023-04-30,Spring,Mexico,Books & Media,Software,Antivirus Pro,188.94,10,0.05,1794.93,1139.03,655.9,36.54,5.97,9,Debit Card,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,179.493,65.59,0.0033260349985793315,300.65829145728645
9528,2023-09-30,Fall,Saudi Arabia,Beauty & Health,Supplements,Omega-3 Fish Oil,68.47,1,0.2,54.78,50.01,4.77,8.71,64.31,13,Debit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,54.78,4.77,1.173968601679445,0.8518115378634737
9529,2022-02-24,Winter,Spain,Home & Kitchen,Appliances,Air Fryer 5.5L,68.54,6,0.25,308.43,239.2,69.23,22.45,12.05,5,Bank Transfer,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,51.405,11.538333333333334,0.03906883247414324,25.595850622406637
9530,2023-08-28,Summer,Kuwait,Clothing,Men's Wear,Formal Shirt,109.79,5,0.4,329.37,281.15,48.22,14.64,5.21,9,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,65.874,9.644,0.015818076934754226,63.21880998080614
9531,2024-04-19,Spring,Canada,Books & Media,Books,Rich Dad Poor Dad,28.59,2,0.25,42.88,33.18,9.7,22.62,7.68,4,Google Pay,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002024,21.44,4.85,0.1791044776119403,5.583333333333334
9532,2021-09-27,Fall,Japan,Beauty & Health,Supplements,Multivitamin Pack,66.83,1,0.1,60.15,40.82,19.33,32.14,6.87,16,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002021,60.15,19.33,0.114214463840399,8.755458515283843
9533,2021-11-12,Fall,Spain,Electronics,Smartphones,Samsung Galaxy S23,1186.39,1,0.0,1186.39,752.99,433.4,36.53,73.41,8,Debit Card,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002021,1186.39,433.4,0.061876785879854006,16.161149707124373
9534,2023-02-22,Winter,South Korea,Beauty & Health,Skincare,Hyaluronic Acid,15.87,1,0.5,7.93,8.97,-1.04,-13.11,97.31,19,Credit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002023,7.93,-1.04,12.271122320302648,0.08149213852635906
9535,2022-05-14,Spring,Germany,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,31.53,2,0.3,44.14,33.77,10.37,23.49,79.39,14,Google Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002022,22.07,5.185,1.7985953783416402,0.5559894193223328
9536,2022-12-14,Winter,Spain,Home & Kitchen,Furniture,Bedside Table,278.35,2,0.15,473.2,407.62,65.58,13.86,35.17,10,Credit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,236.6,32.79,0.07432375316990703,13.454648848450383
9537,2023-03-12,Spring,Jordan,Beauty & Health,Skincare,Hyaluronic Acid,64.49,3,0.3,135.43,116.09,19.34,14.28,76.75,9,Google Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002023,45.14333333333334,6.446666666666666,0.5667134312929188,1.7645602605863193
9538,2024-06-13,Summer,South Korea,Books & Media,Books,Thinking Fast and Slow,26.22,1,0.15,22.29,18.26,4.03,18.08,70.1,13,Google Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,22.29,4.03,3.1449080305069534,0.31797432239657636
9539,2022-01-20,Winter,Saudi Arabia,Electronics,Tablets,Amazon Fire HD 10,817.75,5,0.0,4088.75,3058.77,1029.98,25.19,20.08,16,Bank Transfer,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002022,817.75,205.996,0.004911036380311831,203.6230079681275
9540,2023-05-20,Spring,Mexico,Books & Media,Software,Photo Editing Suite,197.93,4,0.0,791.72,428.6,363.12,45.86,9.02,3,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,197.93,90.78,0.011392916687717879,87.77383592017739
9541,2022-07-21,Summer,India,Home & Kitchen,Furniture,Bookshelf 5-Tier,283.5,4,0.25,850.5,592.47,258.03,30.34,57.74,19,Credit Card,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002022,212.625,64.5075,0.06788947677836567,14.729823346033944
9542,2024-05-24,Spring,Canada,Clothing,Women's Wear,High-Waist Jeans,41.06,3,0.0,123.18,63.27,59.91,48.64,71.09,6,Cash on Delivery,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,41.06,19.97,0.5771229095632407,1.7327331551554368
9543,2022-02-02,Winter,Spain,Books & Media,Software,VPN Premium 1Y,100.84,6,0.3,423.53,331.29,92.24,21.78,65.74,11,Cash on Delivery,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,70.58833333333332,15.373333333333333,0.15521922886218215,6.44250076057195
9544,2024-01-01,Winter,India,Beauty & Health,Supplements,Omega-3 Fish Oil,43.6,4,0.25,130.8,104.27,26.53,20.28,41.6,23,Cash on Delivery,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002024,32.7,6.6325,0.3180428134556575,3.1442307692307696
9545,2021-08-23,Summer,India,Home & Kitchen,Furniture,Office Chair,152.8,4,0.05,580.64,373.74,206.9,35.63,67.13,20,Credit Card,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002021,145.16,51.725,0.11561380545604849,8.649486071800984
9546,2022-03-30,Spring,Jordan,Clothing,Footwear,Puma Running Shoes,169.37,1,0.3,118.56,114.11,4.45,3.75,83.99,7,Apple Pay,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,118.56,4.45,0.7084176788124156,1.411596618645077
9547,2023-07-17,Summer,South Korea,Beauty & Health,Skincare,Sunscreen SPF50,81.59,1,0.4,48.95,50.71,-1.76,-3.6,7.49,15,Google Pay,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,48.95,-1.76,0.1530132788559755,6.535380507343124
9548,2023-09-21,Fall,Egypt,Clothing,Women's Wear,Maxi Skirt,51.91,3,0.3,109.01,98.41,10.6,9.72,12.91,11,PayPal,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002023,36.336666666666666,3.533333333333333,0.11842950188056141,8.443841982958947
9549,2022-02-06,Winter,China,Electronics,Tablets,Samsung Galaxy Tab S9,963.19,3,0.0,2889.57,1956.61,932.96,32.29,54.75,10,Debit Card,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002022,963.19,310.9866666666667,0.018947455849832328,52.77753424657534
9550,2024-05-24,Spring,USA,Electronics,Headphones,Sony WH-1000XM5,349.31,1,0.4,209.59,184.71,24.88,11.87,9.09,7,Google Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,209.59,24.88,0.043370389808674074,23.057205720572057
9551,2023-08-02,Summer,China,Home & Kitchen,Appliances,Rice Cooker,64.5,1,0.0,64.5,38.48,26.02,40.34,9.7,12,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002023,64.5,26.02,0.1503875968992248,6.649484536082475
9552,2023-04-09,Spring,Mexico,Electronics,Headphones,AirPods Pro,96.17,1,0.3,67.32,60.28,7.04,10.46,50.08,10,PayPal,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002023,67.32,7.04,0.7439096850861557,1.3442492012779552
9553,2022-12-28,Winter,India,Electronics,Tablets,Huawei MatePad 11,1011.24,1,0.3,707.87,507.79,200.08,28.27,40.51,25,Credit Card,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000002022,707.87,200.08,0.057228022094452366,17.473957047642557
9554,2024-09-13,Fall,Singapore,Electronics,Headphones,Samsung Galaxy Buds,35.39,3,0.5,53.09,61.0,-7.91,-14.9,6.77,20,Credit Card,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002024,17.69666666666667,-2.6366666666666667,0.12751930683744583,7.8419497784342695
9555,2023-05-15,Spring,USA,Home & Kitchen,Furniture,Bookshelf 5-Tier,169.26,2,0.0,338.52,204.07,134.45,39.72,6.56,5,Apple Pay,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002023,169.26,67.225,0.019378470991374217,51.603658536585364
9556,2023-06-17,Summer,Italy,Beauty & Health,Skincare,Vitamin C Serum,78.29,2,0.5,78.29,113.89,-35.6,-45.47,39.04,9,Credit Card,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002023,39.145,-17.8,0.4986588325456635,2.005379098360656
9557,2023-01-03,Winter,Canada,Clothing,Men's Wear,Slim Fit Jeans,66.86,2,0.0,133.72,98.13,35.59,26.62,79.15,10,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,66.86,17.795,0.5919084654501945,1.6894504106127604
9558,2022-10-04,Fall,Italy,Home & Kitchen,Furniture,TV Stand,103.51,1,0.0,103.51,63.13,40.38,39.01,7.84,12,PayPal,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,103.51,40.38,0.07574147425369529,13.20280612244898
9559,2023-07-01,Summer,Italy,Books & Media,Books,Atomic Habits,25.5,5,0.5,63.75,66.77,-3.02,-4.74,7.77,6,PayPal,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000002023,12.75,-0.604,0.12188235294117647,8.204633204633206
9560,2022-04-23,Spring,Japan,Home & Kitchen,Appliances,Rice Cooker,70.63,1,0.05,67.1,48.45,18.65,27.79,57.96,24,Cash on Delivery,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000002022,67.1,18.65,0.863785394932936,1.157694962042788
9561,2022-08-30,Summer,USA,Home & Kitchen,Furniture,Bookshelf 5-Tier,233.29,8,0.5,933.16,946.32,-13.16,-1.41,5.83,7,Bank Transfer,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,116.645,-1.645,0.006247588837927044,160.06174957118353
9562,2024-02-04,Winter,China,Electronics,Tablets,Huawei MatePad 11,697.6,2,0.05,1325.44,754.55,570.89,43.07,75.09,13,PayPal,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000002024,662.72,285.445,0.05665288507967166,17.651351711279798
9563,2024-06-01,Summer,France,Books & Media,Software,Antivirus Pro,196.45,2,0.0,392.9,286.52,106.38,27.08,88.63,10,Google Pay,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000002024,196.45,53.19,0.2255790277424281,4.433036217984881
9564,2024-09-18,Fall,Japan,Books & Media,Books,Atomic Habits,11.26,1,0.15,9.57,5.85,3.72,38.87,9.57,19,Google Pay,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000002024,9.57,3.72,1.0,1.0
9565,2022-08-22,Summer,France,Home & Kitchen,Furniture,Bedside Table,250.29,3,0.4,450.52,551.25,-100.73,-22.36,70.79,6,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002022,150.17333333333332,-33.57666666666667,0.15712953919914768,6.3641757310354565
9566,2023-01-22,Winter,Spain,Electronics,Tablets,Huawei MatePad 11,363.75,3,0.25,818.44,808.42,10.02,1.22,8.12,14,Credit Card,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000002023,272.81333333333333,3.34,0.009921313718782071,100.79310344827587
9567,2022-11-06,Fall,Saudi Arabia,Beauty & Health,Supplements,Multivitamin Pack,27.45,3,0.0,82.35,54.99,27.36,33.22,13.87,12,Google Pay,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000002022,27.45,9.12,0.1684274438372799,5.937274693583273
9568,2022-10-04,Fall,UK,Books & Media,Books,Atomic Habits,16.39,1,0.0,16.39,7.79,8.6,52.47,5.94,11,Bank Transfer,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002022,16.39,8.6,0.36241610738255037,2.759259259259259
9569,2024-05-07,Spring,Singapore,Books & Media,Software,Microsoft Office 365,93.54,5,0.5,233.85,238.37,-4.52,-1.93,25.13,21,Debit Card,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000002024,46.769999999999996,-0.9039999999999999,0.10746204832157366,9.305610823716673
9570,2024-08-16,Summer,Singapore,Beauty & Health,Skincare,Vitamin C Serum,17.77,3,0.0,53.31,30.09,23.22,43.56,24.16,20,PayPal,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000002024,17.77,7.739999999999999,0.45319827424498216,2.2065397350993377
9571,2023-10-07,Fall,USA,Clothing,Men's Wear,Chino Pants,96.39,2,0.05,183.14,140.6,42.54,23.23,4.73,8,PayPal,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000002023,91.57,21.27,0.02582723599432129,38.71881606765327
9572,2022-03-10,Spring,Kuwait,Beauty & Health,Skincare,Sunscreen SPF50,39.3,1,0.5,19.65,22.37,-2.72,-13.84,16.77,14,Credit Card,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000002022,19.65,-2.72,0.8534351145038168,1.1717352415026834
